source_path,size_bytes,sha256,disposition,canonical_target,reason
Threshold Python/tinysig-main/tinysig-main/resources/old/utils2.py,5691,a23be1ff09b74a5263fb20a34bbffc15ba2929ec1d7ed003bb0b2a4873d350cd,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/old/__init__.py,233,97147bd3dd123dd0349b831627fde7a650c1a2f371e906b819325dd8fb902598,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Legacy TinySig/source-refactor material was mined for the code walkthrough and protocol-state analysis; it is not vendored.
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/.gitignore,3238,93c7be0ce8f47d89d762394b3821e837918182d90d5c701811f116af7fd8655d,Reference-only,site-planning/threshold-python-cleanup.md,Upstream package support/licensing material retained only in provenance ledger; not required in canonical repository.
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/.pylintrc,21978,e3dd9a8327b26ec7822d8595f3982760c71d0c74e91a7af405207a211407c9cc,Reference-only,site-planning/threshold-python-cleanup.md,Upstream package support/licensing material retained only in provenance ledger; not required in canonical repository.
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/.readthedocs.yaml,236,e088f0e9c9784a7d0978c7d55deb40f1930badbd4daf43b3d800bbff5deda747,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/demos/intro_demo.ipynb,31654,fcbac31f4b93157cd8893acfeafffa421a7018496d51a171abe43e304fa4a193,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/docs/conf.py,3476,bc70d98985a19df77c70756579cbf211aa6356df920031e8cfbcdbd83bdb6888,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/docs/index.rst,279,ed6a698be0d225f5839d817b1fae0a87fb5f3ae1eea9161d4ac8cda22d1ef6c5,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/docs/make.bat,825,08581aee61214145db835312146407708ba83f127434bd01bebf05a4240fb9f5,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/docs/Makefile,679,f9a0b2c19f1a1d70db7dbcfb60c94243da19c1be8ae42c1a7dd21c358da35243,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/docs/toc.rst,75,58d4296dff56b942155a30f97454128fad2deede52bd7a65d5d0c52084263c7d,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/docs/_source/tinysig.rst,403,ee41743752ced639aaa2fea5c361f363daa4e1fc677dcac760e0b2359482df9b,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/docs/_templates/module.rst_t,201,96fc6460bb73cf68e3a45e5e36005ddc80f4b8bb0281400e5e0f2cc8fdbe4771,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/docs/_templates/package.rst_t,776,e48f0f42554232aad280f55a46532d1491c30d2f91a4d7f08145faad17efac96,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/docs/_templates/toc.rst_t,132,5b9a046a856daf309413ea653d67afa2dd41d568fdd86d38788eb4a1cee7ea02,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/LICENSE,1106,cf0a8933b1678549496f77e9c7e932e402ce336158b61f5739cc0eed55bb0d08,Reference-only,site-planning/threshold-python-cleanup.md,Upstream package support/licensing material retained only in provenance ledger; not required in canonical repository.
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/pyproject.toml,1395,4ab571192df4b091eab1c4b428b55a0ccacd08109af6bef7c60d4352601cd9ac,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/README.md,22,037940c6858d7013bef43d14d79ecf0c142653426ddfec27f0c18a33426ba39f,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/README.rst,6389,1a85a73d84c6dd837d5e6be90f68efd3d2a49e4d87386531914bb74b7a9150c3,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/requirements.txt,150,4935aa818fcb27c69e2ffffcb13158e686ff9531f95c98696a363b2a87db609a,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/setup.cfg,50,4a31cb3628581df31a08fdd2b12763b00893f53ed78efb4387f1c1dd326a3cf1,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/resources/tinysig/tests/test_tecdsa.py,13046,32135b6f25312e10a3862bdb885364a5b80b1fb383cac86eb295b8abde5c8146,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,"Published-package metadata/docs/tests informed API, dependency, and packaging analysis; incomplete source checkout is documented rather than copied."
Threshold Python/tinysig-main/tinysig-main/src/crypto_utils.py,7337,4204cbe3505ab9f41ff7799e8d34c9a5190cc6c768382b0bbff0118693c423e5,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Fork/network layer was analyzed as a separate orchestration experiment and used in the forensic debugging section; unfinished code is not canonicalized as an implementation.
Threshold Python/tinysig-main/tinysig-main/src/node.py,6271,a039ba2583eccd50acc5f66f23f85e0fc41572cc12b43b466761fb8eab8fdf8b,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Fork/network layer was analyzed as a separate orchestration experiment and used in the forensic debugging section; unfinished code is not canonicalized as an implementation.
Threshold Python/tinysig-main/tinysig-main/src/server.py,6598,db8dddef3a73b56929b87f45242b073bab2a81dc82f0d74dc247769320bb217f,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Fork/network layer was analyzed as a separate orchestration experiment and used in the forensic debugging section; unfinished code is not canonicalized as an implementation.
Threshold Python/tinysig-main/tinysig-main/src/tinysig/__pycache__/crypto_operations.cpython-311.pyc,3470,eb3c2c664f464df3496a8e2fc98fc034779e0ee4fe2128b7e29ba2b415f7aadf,Discarded generated artifact,—,Python bytecode/cache is generated and non-reproducible as source material.
Threshold Python/tinysig-main/tinysig-main/src/tinysig/__pycache__/key_generation.cpython-311.pyc,11796,45699581f48b61ceabbc542fccdce2181858132291865821f44e2dad4825bfad,Discarded generated artifact,—,Python bytecode/cache is generated and non-reproducible as source material.
Threshold Python/tinysig-main/tinysig-main/src/tinysig/__pycache__/network.cpython-39.pyc,6396,0730534eba46bf01db067dad3873b57e54ec9429b00a797922422ec405efba51,Discarded generated artifact,—,Python bytecode/cache is generated and non-reproducible as source material.
Threshold Python/tinysig-main/tinysig-main/src/tinysig/__pycache__/network2.cpython-311.pyc,2624,b8f80c506ec5300621f1874e1e15e625e87b0486f6e2a4bba3da4bc1dd748f27,Discarded generated artifact,—,Python bytecode/cache is generated and non-reproducible as source material.
Threshold Python/tinysig-main/tinysig-main/src/tinysig/__pycache__/setup.cpython-311.pyc,5315,a4018adfb60cb6a4c4dd7db257ad25abdeaf9458b67309482ca9843f917d88c3,Discarded generated artifact,—,Python bytecode/cache is generated and non-reproducible as source material.
Threshold Python/tinysig-main/tinysig-main/src/tinysig/__pycache__/setup.cpython-39.pyc,3762,9bda208773dbfc39ca122dbbfc9e7fb42f54231b4e9e46f88e2be3be596c182a,Discarded generated artifact,—,Python bytecode/cache is generated and non-reproducible as source material.
Threshold Python/tinysig-main/tinysig-main/src/tinysig/__pycache__/setup2.cpython-311.pyc,4701,d2760fd13a727f55691999d0fe74a20772a509a990d76ba41c2d37c1017e53cc,Discarded generated artifact,—,Python bytecode/cache is generated and non-reproducible as source material.
Threshold Python/tinysig-main/tinysig-main/src/tinysig/__pycache__/signature_operations.cpython-311.pyc,4162,fcd5d3a64c9a9887b9a4454c368db6f907cab94e40719a94c8871c982c64247e,Discarded generated artifact,—,Python bytecode/cache is generated and non-reproducible as source material.
Threshold Python/tinysig-main/tinysig-main/src/tinysig/__pycache__/tecdsa2.cpython-311.pyc,14428,0550f934279c01feaaf6c70c0e677952c326c52b00ed5deb266e9ae94dada1ca,Discarded generated artifact,—,Python bytecode/cache is generated and non-reproducible as source material.
Threshold Python/tinysig-main/tinysig-main/src/tinysig/__pycache__/utils.cpython-311.pyc,10115,7cd5fbf2cd73b26619cb2c5f96fa991eb5f7aed393d1fc5006a798aa28a2852d,Discarded generated artifact,—,Python bytecode/cache is generated and non-reproducible as source material.
Threshold Python/tinysig-main/tinysig-main/src/tinysig/__pycache__/utils.cpython-39.pyc,7561,05e4920f8a1b05ed470ebfa810bdcb942cd2a1f0b4bdeab6c745e0735edba33c,Discarded generated artifact,—,Python bytecode/cache is generated and non-reproducible as source material.
Threshold Python/tinysig-main/tinysig-main/src/tinysig/__pycache__/utils2.cpython-311.pyc,8334,d04506a826bdb5c555c3d1264c37186092823df57f0d2fcd629bec0770a7f16f,Discarded generated artifact,—,Python bytecode/cache is generated and non-reproducible as source material.
Threshold Python/tinysig-main/tinysig-main/src/tinysig/__pycache__/verification.cpython-311.pyc,5514,7186fe14a310e1d4f4322200632c08c16ebce5bcfff788aab01d551a98a1602f,Discarded generated artifact,—,Python bytecode/cache is generated and non-reproducible as source material.
Threshold Python/tinysig-main/tinysig-main/src/__init__.py,72,3ce2ed6150245ed81c46eba350b78f0a3bcf735da8ee1aa1bca44199bf07efce,Integrated / reworked,src/content/blog/tinysig-threshold-ecdsa-deep-dive.md,Fork/network layer was analyzed as a separate orchestration experiment and used in the forensic debugging section; unfinished code is not canonicalized as an implementation.
Threshold Python/tinysig-main/tinysig-main/src/__pycache__/crypto_utils.cpython-310.pyc,8132,457176fbbd982299cccca071d42c2da0d6c4e5024d5b7f5aae1056f90fcc7c91,Discarded generated artifact,—,Python bytecode/cache is generated and non-reproducible as source material.
