source_path,size_bytes,sha256,disposition,canonical_destination,notes
Mathematics/MAT 410 Advanced Topics in Number Theory/Finite Fourier Series and Gauss Sums v1.sagews,3589,2940926ddabd8ccd139f7a09efa47f2080922ce0e2700763c8c72753e33ff8ab,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Gauss Last Entry EC_ y^2=1-x^4.sagews,7409,1f7ff83979bd3628d98bf50fb9ac0e65a20b985504eea234b2b74eb81b014367,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Gauss sum phase and g(c)^n.sagews,2659,9c38a40358fc49412726759776a40b65f8ba2c54b40a9bdbc416148e6bf20a58,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Gauss sums and Lagrange resolvents.sagews,3445,7dbb6d53ce1fda4b19ae5fa43ee412c4c6f5dd5521f99e7b611bb28ebf559e05,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Gauss sums v1.pdf,84340,159bf8707840f5a6fcd6072e5d9d926dd066b0b84f3101ac8feba53cc2002132,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Gauss sums v1.sagews,3548,6527fd97266026146ffcb2a60b3a9ad98d951f31f948fd9fd426d18eeff0bd60,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Gauss' Curves C1 & C2.sagews,2134,9d9068dbc556448c5dda9e473539f0ed0d672023fc74e143ae8594ea04ce26b6,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
"Mathematics/MAT 410 Advanced Topics in Number Theory/Jacobi Matrix J(c,c').sagews",12497,91f6117294c1659beb7c38e907ee1310d321cee89b443647d41afd35a2675b40,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Jacobi sum for EC y2=x3+1.sagews,2426,cc5dd77137e644964d7a6f56107c65e2c747705c33bd9f5f8809bc772aee93b6,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Jacobi sum for EC y2=x3+D from Wen Wang paper.pdf,23234,97dbf0e635297588f186f2875fe0eeb1713f5af9295f2930bae4dfa311f48ea5,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Jacobi sum for EC y2=x3+D from Wen Wang paper.sagews,2426,8116a9111df777f74c6676a718ba82e927e6e10d36999f5fcf368daf54efee8d,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Jacobi sums v1.pdf,96497,decc91165fefffbf3cddeb6420e533effecc1e86d589eaecb648574703040a77,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Jacobi sums v1.sagews,7642,5cd1355ac99d1df1c7dccb3e0ae653d8578221d56e8f99be2f832f44e03c9861,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Linking Numbers N(X^m+Y^m=1).sagews,4681,02ed6bd699c933960d4a956a0de4e520cdd8523444c6d86b3918229138d98e37,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Multiplicative Characters - Simple examples.sagews,2232,0d80e8db6d39a499bad84acb87847262838fddaa7b89b6c898e59ea6c19632d9,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Plots of Elliptic Curves.sagews,8955,ca13b1f9402783d9e111eb4efdb828644441a946770d68ea77a567f36cd1ca77,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Plotting Gauss and Jacobi Sums.pdf,85065,335e3c20ba59912c9be5349a67c0f2263bd79343988e17ac0c892a579d160a4a,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Plotting Gauss and Jacobi Sums.sagews,3975,16b8f178eb091f9ee54f59325c68bd538aad36825ca99d9e31094e30674e3028,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Plotting Gauss sums v2.sagews,24125,dd4bf09b5a571520eb87f86f2498ea362aa3772be74382e820e557276f4f72d9,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Plotting Gauss Sums v3.sagews,6296,b831059fb72faa6d5d7e3b77cdcf6d345b56a3e8501befa5415f71317c3d94f6,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Plotting Roots of Unity.sagews,5040,fe11b91e2dafe2b68322bf37b765189f587429883367a6a801a73e465f178942,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Study correlation Delta and Weil Polynomial.pdf,97046,29fcba888147b1ad8782e0ef4170e39f19957b6320ac51c8935110f16911626d,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Study correlation Delta and Weil Polynomial.sagews,4756,1a4c40f1fc11b2be6a0991fa1cdf3ef4ec17369904b53637b3362107bcadc7cb,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Study EC y2=1-x3.sagews,2485,93a3aebe81f662509c65146db9f92413abebcf30bb97674de7afbc17783918cd,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Study EC y2=x3+1.sagews,4955,f9da306c4767e7de2a9ff63318553f9d8cfe07fe09a19ae4ca5d2fc346756f0c,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Weil roots and cubic roots.sagews,13970,5e1fe24b2f731066f5256e11b780e41b7c45ca5c911b85ccb44bf1704ca52cac,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Weil roots EC y^2=x^3-1.sagews,7634,b76e08fede3e5f3c39855c0c6affd11fe75e29d95f9568a7e44596d5a98f3054,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Weil roots for y^2=x^3+D.pdf,80603,4d0bd17ecd0ffb291f055c7160afbae3ac36f43a677a73b987f9a9a11fe74529,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Weil roots for y^2=x^3+D.sagews,7691,a2f63a4a092386d5c47e49e15ad948c21a0b37d93a6cfcb5557ac34a494a7dfb,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Weil roots via Th.2 Ch.11 p.162 ver 10-18-15.sagews,5757,7b7ec030723934f75a8d5c64e93d3f8f2ec51de73ba72193ef5f44034d960e59,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/MAT 410 Advanced Topics in Number Theory/Weil zeros of an Elliptic Curve over a finite field.sagews,2018,e3b25efae0662269e9d846d0ed01220d9a9d3051a2ad72baa3fab496f8906df6,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Advanced course worksheets/papers retained as provenance; their recurring Gauss/Jacobi/point-counting themes are consolidated into canonical articles rather than published file-by-file.
Mathematics/Morefactorizationtricks.md,3816,8654030da9b6ecae09b3bd629abf7ee26d4638d222eb223ee45a07503f520a16,integrated/reworked,Computational Number Theory I / VII,Prime-decomposition and factorization ideas consolidated.
Mathematics/Morepythontricks.md,8788,385deec5327bf6786fb44d2286c2db14ade1b55b35b72dc55c5f3801530031d3,integrated/reworked,Computational Number Theory I,Programming exposition consolidated into the arithmetic-function companion material.
Mathematics/MultiplicativeFunctions.md,5085,2cbe1b3c57891ea4ee1c463eefab9a303726503b54b9cf7ebee858120a36a914,integrated/reworked,Computational Number Theory I,Multiplicative-function material cleaned and expanded.
Mathematics/Number-Theory-Python-master/Number-Theory-Python-master/.travis.yml,355,323185dc9626713a8093bdcaecada79ad0513399e30a235926efc51996a88bd5,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Legacy/third-party number-theory code repository retained as reference rather than duplicated into active experiments.
Mathematics/Number-Theory-Python-master/Number-Theory-Python-master/CPimport.txt,1053149,93b8002ca842d581c4dd0e881c723a3293a20c4ee779fe7c35b9da8da85cb889,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Legacy/third-party number-theory code repository retained as reference rather than duplicated into active experiments.
Mathematics/Number-Theory-Python-master/Number-Theory-Python-master/ECDSA.py,8212,5a657b76e907977f2df24da1ae7154c8532dfce7a51544b77a53fe19b75b7284,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Legacy/third-party number-theory code repository retained as reference rather than duplicated into active experiments.
Mathematics/Number-Theory-Python-master/Number-Theory-Python-master/ellipticcurve.py,10827,4efb88af622727500970e76f2d73463b05e4aac5c25bddd908aefa438f150d51,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Legacy/third-party number-theory code repository retained as reference rather than duplicated into active experiments.
Mathematics/Number-Theory-Python-master/Number-Theory-Python-master/finitefield.py,25012,37b94ee3793c5c6b31e535537064699603582280ec594191b58430e4087fdead,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Legacy/third-party number-theory code repository retained as reference rather than duplicated into active experiments.
Mathematics/Number-Theory-Python-master/Number-Theory-Python-master/gaussint.py,10697,78ff5a4f29cc2ba522ed15afab9dc6d3a2f3d4b2ad810eca6e167c6fc03544c3,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Legacy/third-party number-theory code repository retained as reference rather than duplicated into active experiments.
Mathematics/Number-Theory-Python-master/Number-Theory-Python-master/LICENSE,1325,a3ae4eacfe3660a47feffbee0d611d831dc6d97f87f222c2f3ded90a38133719,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Legacy/third-party number-theory code repository retained as reference rather than duplicated into active experiments.
Mathematics/Number-Theory-Python-master/Number-Theory-Python-master/Readme.md,5679,3554f128b1ace865a6c53e9ce097f89794b0d5b5814ecc9c8e97a961d236941d,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Legacy/third-party number-theory code repository retained as reference rather than duplicated into active experiments.
Mathematics/Number-Theory-Python-master/Number-Theory-Python-master/__pycache__/numbthy.cpython-39.pyc,9226,8044d2eaa83d1e2811ff8ed557e4c4d87b6a82a91716a61f174a71b8313dd3cc,discarded generated artifact,,"Notebook checkpoint, Python bytecode, or operating-system metadata."
Mathematics/NumbThy.pdf,577536,56461a66b2b78fe8986b5f8116a4bf6982215af6bf9f11777075e800fa1587e2,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Large source/reference PDF retained only in the FULL master source batch.
Mathematics/numbthy.py,8761,2d22b706b7f63730b0dcce5a3cdb8e23c960b7e145b6edeab51117c96c4addcf,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Legacy helper module retained as provenance; canonical code is split by topic.
Mathematics/plane.PNG,123922,b4e493b17b4bfcf5eaba99eb1e1061b70ecd26c78ac02b5b2f0b2aa3e7838324,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Unscoped source image retained only in provenance archive.
Mathematics/primecountingfunction.py,2022,d751b8149c28e5027a999829ae910926f34f1f43e913674c388828e087307465,integrated/reworked,Computational Number Theory II,Computational prime-counting source consolidated.
Mathematics/primefunction.md,6018,58ad6df5bbcf896ee92c62a695d111d17b32fbe4d7771445b502441d01d9d49d,integrated/reworked,Computational Number Theory II,Prime-counting and gap material corrected and consolidated.
Mathematics/Python-for-number-theory-master/.DS_Store,6148,d65165279105ca6773180500688df4bdc69a2c7b771752f0a46ef120b7fd8ec3,discarded generated artifact,,"Notebook checkpoint, Python bytecode, or operating-system metadata."
Mathematics/Python-for-number-theory-master/.ipynb_checkpoints/My First Python3 Notebook-checkpoint.ipynb,13570,c644738d06642bb97afd973d35120aa766eb021b6beaa86642e3d2b0b3dd9800,discarded generated artifact,,"Notebook checkpoint, Python bytecode, or operating-system metadata."
Mathematics/Python-for-number-theory-master/.ipynb_checkpoints/P3wNT Notebook 1-checkpoint.ipynb,47850,ba369d5592aca6bf11ebcdd95e709fe8917304b17e4503f6b54f272a0f8d89f0,discarded generated artifact,,"Notebook checkpoint, Python bytecode, or operating-system metadata."
Mathematics/Python-for-number-theory-master/.ipynb_checkpoints/P3wNT Notebook 2-checkpoint.ipynb,43133,3894bcc68585a2721a98d096ecb70ac159ba7aa67a544b4f753dfdf89d077a09,discarded generated artifact,,"Notebook checkpoint, Python bytecode, or operating-system metadata."
Mathematics/Python-for-number-theory-master/.ipynb_checkpoints/P3wNT Notebook 3-checkpoint.ipynb,64678,9640909f7fe024d856a50ab9c894e91be67cb478dcd46b6330dce648b03d79fb,discarded generated artifact,,"Notebook checkpoint, Python bytecode, or operating-system metadata."
Mathematics/Python-for-number-theory-master/.ipynb_checkpoints/P3wNT Notebook 4-checkpoint.ipynb,36995,72dc72bebccc6ff1259c9e06aae7eb33d061e00206dc91787011361fb7866e53,discarded generated artifact,,"Notebook checkpoint, Python bytecode, or operating-system metadata."
Mathematics/Python-for-number-theory-master/.ipynb_checkpoints/P3wNT Notebook 5-checkpoint.ipynb,51056,edbbfea9a9bcf45f177ffca21ad4489a63c91464cd6b5c8c26aac82acaddef08,discarded generated artifact,,"Notebook checkpoint, Python bytecode, or operating-system metadata."
Mathematics/Python-for-number-theory-master/.ipynb_checkpoints/P3wNT Notebook 6-checkpoint.ipynb,44958,c15b35095cb74e52d08325b5e15b03b24f6fd3e3a2dd2046b7a515c7285dfd00,discarded generated artifact,,"Notebook checkpoint, Python bytecode, or operating-system metadata."
Mathematics/Python-for-number-theory-master/.ipynb_checkpoints/P3wNT Notebook 7-checkpoint.ipynb,38092,c472738c73a2a59bc15fb83341e9a8048895bfff1b778afae5b675e67be1bd12,discarded generated artifact,,"Notebook checkpoint, Python bytecode, or operating-system metadata."
Mathematics/Python-for-number-theory-master/LICENSE,35141,589ed823e9a84c56feb95ac58e7cf384626b9cbf4fda2a907bc36e103de1bad2,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/My First Python Notebook.ipynb,13508,92d61ae61c385b84048a67c5e6e96a037a99c8c70d0b031d97f336a8422bb8eb,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/My First Python3 Notebook.ipynb,13570,c644738d06642bb97afd973d35120aa766eb021b6beaa86642e3d2b0b3dd9800,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/P3wNT Notebook 1.ipynb,47850,ba369d5592aca6bf11ebcdd95e709fe8917304b17e4503f6b54f272a0f8d89f0,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/P3wNT Notebook 2.ipynb,43133,3894bcc68585a2721a98d096ecb70ac159ba7aa67a544b4f753dfdf89d077a09,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/P3wNT Notebook 3.ipynb,64678,9640909f7fe024d856a50ab9c894e91be67cb478dcd46b6330dce648b03d79fb,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/P3wNT Notebook 4.ipynb,36995,72dc72bebccc6ff1259c9e06aae7eb33d061e00206dc91787011361fb7866e53,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/P3wNT Notebook 5.ipynb,51056,edbbfea9a9bcf45f177ffca21ad4489a63c91464cd6b5c8c26aac82acaddef08,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/P3wNT Notebook 6.ipynb,44958,c15b35095cb74e52d08325b5e15b03b24f6fd3e3a2dd2046b7a515c7285dfd00,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/P3wNT Notebook 7.ipynb,38092,c472738c73a2a59bc15fb83341e9a8048895bfff1b778afae5b675e67be1bd12,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/PwNT Notebook 1.ipynb,49485,03dbd3336dde790bcecdfba0ea77cb572087e7edc207348d8afb2f7134658897,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/PwNT Notebook 2.ipynb,42211,def6d1a560e9112f9ca066910ab065595114fd36bd1f74324f30c4fbd9898b28,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/PwNT Notebook 3.ipynb,66683,f02640e6d053e268fe8130c3483554ee8ee3bd76e2be9325d55064113236d6eb,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/PwNT Notebook 4.ipynb,39298,6b8c04de7b11919dab20d7736004e526588afe6976923ddd6fde9aa00b9aa3b0,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/PwNT Notebook 5.ipynb,52598,9d7b507aa268cfccee759a2ba62d50c8ca89bdd6ef30e56f377b424262a1f9b1,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/PwNT Notebook 6.ipynb,59400,a7b27abc5d10d255d39eeedc933a90305806ccda3010cc394e499da7a5393583,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/PwNT Notebook 7.ipynb,38403,7cec8e0214180b40c146ecee9f233e2e1603705eb39e9f89a1c76f0723bc9610,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Python-for-number-theory-master/README.md,1313,c7c7480ec76f51dddc3db28008e4a0a2ce0d3d80c0d57fe15a093f80bd450a8b,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Third-party/teaching notebook set overlaps heavily with existing Python and elementary-number-theory content.
Mathematics/Sutherland/18.783 Lesson/18.783 Problem Set 10 Problem 3f.sagews,819,4ec80a0cff9ccdd6961c6494eac46dd5a47184c4f37f5664590affaedbcc5243,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External MIT 18.783/problem-set/reference material retained only in the raw source batch.
Mathematics/Sutherland/18.783 Lesson/18.783 Problem Set 12.ipynb,9527,8a608efa0e536f4af2d47bada7fa6c463097267312f2f8fddff5ff267f04cada,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External MIT 18.783/problem-set/reference material retained only in the raw source batch.
Mathematics/Sutherland/18.783 Lesson/18.783 Problem Set 12.sagews,7600,b51610872bce8616bc8eda72f0b7af1e33e57164cf8348733d8071ccbc957b71,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External MIT 18.783/problem-set/reference material retained only in the raw source batch.
Mathematics/Sutherland/18.783 Lesson/18.783 Problem Set 5 Problem 5.ipynb,1353,6b257c00caaf920bf781eee8e9570f1e7439168d990e4d4612ccd822c684d3ec,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External MIT 18.783/problem-set/reference material retained only in the raw source batch.
Mathematics/Sutherland/18.783 Lesson/18.783 Problem Set 5 Problem 5.sagews,435,7579f8bf6113ac5d0f0093f8230af6007c61bb0ea8280a9677147d44ceda91d6,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External MIT 18.783/problem-set/reference material retained only in the raw source batch.
Mathematics/Sutherland/18.783 Lesson/18.783 Problem Set 5 Problem 6.ipynb,1524,8c14d7c4d019c8d7b2265128f7529f257b91bb37cda1a2b1ce01ec20db60589e,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External MIT 18.783/problem-set/reference material retained only in the raw source batch.
Mathematics/Sutherland/18.783 Lesson/18.783 Problem Set 6 Problem 2.ipynb,4096,4892f894bb311153bd7d7bf65e40fbcddbe64a2dfe100a0501e72485925afb12,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External MIT 18.783/problem-set/reference material retained only in the raw source batch.
Mathematics/Sutherland/18.783 Lesson/18.783 Problem Set 6 Problem 2.sagews,462,3dd1e14ff78b9dc5764b3f2f4a2609fbfa5b93186396da8539e1837acb48fd9f,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External MIT 18.783/problem-set/reference material retained only in the raw source batch.
Mathematics/Sutherland/18.783 Lesson/Diamond-Im.modular-forms-and-modular-curves.OCR.annotated.pdf,21709147,1e8d7c328a13059962e0008b5bb651882eb0b9526908f40fc00e49ba03d00482,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External MIT 18.783/problem-set/reference material retained only in the raw source batch.
Mathematics/Sutherland/18.783 Lesson/SPQPointCounting.ipynb,30553,6d917797f436704e50c73ba47ab3f985e8311a5f496006b0612c143573e585f6,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,External MIT 18.783/problem-set/reference material retained only in the raw source batch.
Mathematics/unit_circle_plot.png,18486,ce25a342f08d6004863c6e4a6ca068a2e85f516129be79745d9cd7458528756a,integrated/reworked,public/images/mathematics/unit-circle-roots-of-unity.png,Reusable roots-of-unity visualization retained under a canonical asset name.
Mathematics/verifyrandom.py,9906,5f143700574c8bd4d10388b4ac7ff0bd9ae93e1b5580e6f024ae9b40bf337e47,reference-only retained in source batch,.local-reference-library/source-batches/Mathematics.zip,Loose exploratory verification script retained only as provenance.
