source_path,size_bytes,sha256,disposition,canonical_destination,reason
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/idna/__pycache__/core.cpython-39.pyc,9150,d50c50a041119d94283b2f463ff34c7b1be1b3b68a285d2ee64f4963656bb8e2,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/idna/__pycache__/idnadata.cpython-39.pyc,22136,0fc2081d5063ea39cab2a3d4b6ea15e1b8af51026859e97796b641fd1c89fd84,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/idna/__pycache__/intranges.cpython-39.pyc,1858,8c7ef3e21013aa92028dc4bf2ce144835b8b795a0a0734026a9c161561aab721,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/idna/__pycache__/package_data.cpython-39.pyc,209,5e31639c5d2dde2c434be54232dcb0e72b21ee24020ee5619341e47da81f2ae1,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/idna/__pycache__/uts46data.cpython-39.pyc,146169,7966f6eeebed7562cd283a746db473614456b256cb9206168eaae7983096cec5,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/idna/__pycache__/__init__.cpython-39.pyc,845,c323a46db47668ade83b4ea55fbf90d11d09a7b98425d77fd55775e088355fc0,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/msgpack/exceptions.py,1081,7424d67a2f1da64accb100dc8d093be004e5f47b08047d326edf3338f36a3187,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/msgpack/ext.py,6088,e25df9e98e2c54472f0a56b6761fdc2f9eef87818c8597dade4b961c51d8cfa0,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/msgpack/fallback.py,38026,469bf52dd7b2f1ff2e7919d0ce70f80112819fd7713363f2c153645c8f0811e1,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/msgpack/_version.py,20,745474de80029e3e25b0a775467c03ec13cc89523f14cca074e2f54ce044c3f5,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/msgpack/__init__.py,1118,da027072c4c8680b4233418c8b6ad4fbf63a9082de790baa464ad0db68d200d7,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/msgpack/__pycache__/exceptions.cpython-39.pyc,1850,1471766fa8d407205455362c84a3e86bed770bb6a7a1718f046e465284310c81,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/msgpack/__pycache__/ext.cpython-39.pyc,6278,dd5e2bdb3612036b671f0010938a4c021d4949d859a73cc773f2e75bb753205b,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/msgpack/__pycache__/fallback.cpython-39.pyc,26724,a7efac448df0b29bb2f943678d650c077d754aaa1ba4c0b9cfdb11c9e0c35cd9,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/msgpack/__pycache__/_version.cpython-39.pyc,216,7def4d64e05abcf75638cbc19ac83c64a9f67ed9f5af91ed0a5e6d945b3aa352,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/msgpack/__pycache__/__init__.cpython-39.pyc,1412,af9c36e3ca0a09c5fad2c347e0f34474803ec6632a7a5d2a55a3530d80a30edd,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/markers.py,8487,00904e718f0eab4918739ef42aeb8f4e4beeaa302586e7da13673db0251b9bae,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/requirements.py,4676,36d0e53c1b688e99f52140bce623233cdb149ae7e3a529709cd03e5dbe26e4d0,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/specifiers.py,30964,319f9f61c34bdeeee936bb7eea0d8440eec06d15e48dcf923c46305cc41b2e67,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/tags.py,15714,6a421ead8c3c5b4b33e0e5bd1c7a3381ac169dbb7618638f9b7b2f896d23a306,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/utils.py,4200,7498de6addc14be4d89f546b505570b9f50c6ac6edccb7d8468cbf1d710d7854,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/version.py,14665,fdf2d136b16bc5870755fca8f2f93d8fcb3a24cf0dff1b12c5516be91272728f,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/_manylinux.py,11488,5dc6e25c1faa723bf76dca21a7a37df1332938fe3f8f79be88e03ca6d2b61966,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/_musllinux.py,4378,cf9c9e1b5ca038fc78b94c8b76a8fea7c0e4e5405be47fdbd0d2235bdca8f280,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/_structures.py,1629,4cc8808056dd50e3e621f0c87e21dcdca161489f24323a1fd904b923ed8dc90f,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/__about__.py,661,a7f390968a87dac69a75c6d4426584b162bce7b748ebf7dfe44dda4a20aa1850,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/__init__.py,497,6fd2a4e4c17b2b18612e07039a2516ba437e2dab561713dd36e8348e83e11d29,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/__pycache__/markers.cpython-39.pyc,9451,cf2c2d5cac2dc6fd534a1eafc7edfb5391f582eb4745531615572d81630466e0,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/__pycache__/requirements.cpython-39.pyc,3972,74fefd92a6e25c01e745ad129699924af52fba233fcff7920def7d856ac8d64b,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/__pycache__/specifiers.cpython-39.pyc,22208,90593ee6262af8070d767440bb275da3f3e3ff83ae4197ccbf7d7d795ea649d8,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/__pycache__/tags.cpython-39.pyc,12287,f24b45ea54c0edecea024159e81b6e682b6f5fa884c09926d02a83baf5419dc6,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/__pycache__/utils.cpython-39.pyc,3609,94d224b8668766e0bb6d05ff452db1ec4e80f8a2f1a431cf5f045341eaf9bc75,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/__pycache__/version.cpython-39.pyc,13150,c287536ab9c3479d37519ff270f2afd9363d83d5862de3e3b16ee1e83b1574d5,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/__pycache__/_manylinux.cpython-39.pyc,7292,d56de5e50903c2fc49bb2fbb7dd2b89dd70fb963aa835b8a7eb4295f4b81b917,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/__pycache__/_musllinux.cpython-39.pyc,4607,524f7b43be0350f8135d3579dd98f090c5af46fee155c3f9dcf2064d2b4bad72,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/__pycache__/_structures.cpython-39.pyc,3080,92488fcf6f67874541aea3239ba3315bbaea1f44561214f6bf538122c4e96eb9,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/__pycache__/__about__.cpython-39.pyc,588,94cf21d2e7bc36a9e93c2fd14f625ba48d3f4bb61b1ed54734065b3ef9b66239,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/packaging/__pycache__/__init__.cpython-39.pyc,444,f58101b85e07a34cb2a20bb174c8ba80b74ca597b9fb2c97d9dc6eaccf0afd81,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/build.py,3469,32a37f5baa396bda1ab930b4bba5b97082c61637fdc76055f4174c2de63ad217,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/check.py,6096,0181b6cafa739adb0bf35d1cef9679fa785a5daed2c602bc00fcb0fbfc79dce9,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/colorlog.py,4098,4e4f40b989bf70b17704a4c1a124c9b7d6d1af29f4685a232103b06df5544f14,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/compat.py,1071,7f0d8fcba96a2f024b7e9e8c2a65efb759b8b1b6e0a14d43fbf81c49cbf3f0e5,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/dirtools.py,1129,da69009002f4991cff7a56058d12ae7a44c9562a47d734e7e2d6dfd440debfce,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/envbuild.py,6112,2dc493d0c01299c40d2ce16a0cfc43a12d648e4825c7c17a784868049f835a48,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/in_process/_in_process.py,10833,60925ffaa68bec1055760087b8c853a71f8bb701b51081957e5cb8aedbac7622,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/in_process/__init__.py,563,3325a8022f091dd701bfbc97b96a544950036f1e8b481f6b661ee44c881d03c6,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/in_process/__pycache__/_in_process.cpython-39.pyc,9929,cdf7d4b2860f0a828b4dffefe6a4ac767a48babf212749a65f2fd437256080e4,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/in_process/__pycache__/__init__.cpython-39.pyc,913,fa0b0e52a5649977df3a07f9e3ba6c518f25920dad6ca66fa93ecd92d414a872,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/meta.py,2463,f269cce650e74f8cd742905396225b4467deb07ee28a81f0a336c3c402cf4bd6,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/wrappers.py,13258,a8259f1149db139dfcecfc9097b713f31bf874371ae2e360ae8ff46e700ee119,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/__init__.py,130,a838156c35a9058a53bedc40dad8a589f5e5c70ccecd1a88a1d2d975bc9a8724,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/__pycache__/build.cpython-39.pyc,3576,d1db11b0d6dbf3fccab9f5625fde74fd31f4348903be31b38ad044a519383626,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/__pycache__/check.cpython-39.pyc,5123,d58259171498b53ba1ad7b4ea2bb254178a298e211aa0ec30d27a703905571d1,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/__pycache__/colorlog.cpython-39.pyc,2936,4ea73e2a33e1a2f7a75dff04207650fb33bd057e706a58fb0f2a9e1c283834e3,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/__pycache__/compat.cpython-39.pyc,1291,0e0d1119d2843ea10dd9329a0cf11195f422fd768e7aa4983aa7467bb97ecf85,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/__pycache__/dirtools.cpython-39.pyc,1345,662c7d62b229e552f06cd3c444d53526eb3302a27a6f7f880aeb21dc95127e30,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/__pycache__/envbuild.cpython-39.pyc,4522,69bfca9960976164a33d0adb83862021a1b5a5d6da7ebe6d816dbb137e5db0db,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/__pycache__/meta.cpython-39.pyc,2918,b410b8fe655eae0364f95f8926caa1a9272fecd6ed7d57616e65aa8288517092,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/__pycache__/wrappers.cpython-39.pyc,12268,fbc9adfd931b155010413ff11dbaafff674cc5e2a30a198b9a0c602473312ccf,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pep517/__pycache__/__init__.cpython-39.pyc,311,246480ac92ea24a447580c50f870c0886da2e20a2068e337cda3bbed87aa652b,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pkg_resources/py31compat.py,562,09193c7e488f4432ec6e2e6965c2ac1c8fff3db9a1ffde0bf26afd432f406f65,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pkg_resources/__init__.py,108277,5e91817ef4bd7da7c0e9b9b9af1eef9f1771b3bcaaca873f367a73280a6427ae,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pkg_resources/__pycache__/py31compat.cpython-39.pyc,648,681c4c2a985d6c505e19e4601f836bf4da2017a6219e562f8097f6cbd60c38a4,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pkg_resources/__pycache__/__init__.cpython-39.pyc,100329,d1a04736a8625c9770e6b2ccb8488c12b388451d5a5f73943e45eb50a90653f4,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/progress/bar.py,2854,42e0ee54d7265e0a71b4db713b416aef6c4a8a0c4005a566c58181c3827767f1,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/progress/counter.py,1372,3339f206bbcf5ab3a519ee0c64094651bf6adda3837bafda35878013f54da180,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/progress/spinner.py,1380,93c25b0d6f784f4f965ee5dfc5920585da0d3d8a778df9e95ea0677d1bf97c6b,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/progress/__init__.py,4857,7dc6d0417a399e9d82a10ca1487e57a6b9227302d934b78f477b886a1ce748ed,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/progress/__pycache__/bar.cpython-39.pyc,2637,30e5ec8525d0d17441f421d5845967998974c99b2c53a4748d1a2b82657cafc8,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/progress/__pycache__/counter.cpython-39.pyc,1471,6b6641dc34b0c06bbd7df41288d9e1e9c2454a63af86588c5d32bebca4c79f72,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/progress/__pycache__/spinner.cpython-39.pyc,1388,95b7762e9c3484cce20798b8cb0fca660ec8946383e01aa4178bdd15af64c10f,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/progress/__pycache__/__init__.cpython-39.pyc,5655,b8da2b9ec2f3950ec3a0638b561dc392a2005074f637519c0497814ed7a11a75,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/pyparsing.py,273394,2756f8cf74bf2b0c895bb84a1a7a0dfa15d6f6980c23320fe904e1c98e7226ae,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/adapters.py,21548,7be6e6284029355a85772971b8c2497e2687765992ff3856848304ce51ef1ae7,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/api.py,6402,863ba83fbf48004997e83cacaf0f2dd37d9c2dfc0b1f16c8ff0338802e46f6dd,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/auth.py,10207,38ca092152b244bcbd4c7afdd72f2bc72b19b9c9703c1f8ad57835cc1a265214,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/certs.py,465,9d7455abd0ed1a6bffd4061bc234eef54ae001c749bf4e59be435e6a82ce6716,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/compat.py,2045,2d05ae091e2a5e4eb0efea90a295f2cf458d1d47400f8d24d262a768011fd7e8,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/cookies.py,18430,63e6ca5fa4ef5b716762513a02ed125ed55559c68d745bee030431c3e1b48932,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/exceptions.py,3250,770222e75d91083a972764fcd672c2f3c9aa3cd854167388fc280a2835e14cef,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/help.py,3972,77285ede57261d79c50b30e26558dc1a656fbcefe3b6c7c09be002e78da7770f,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/hooks.py,757,411786cb2d1b45caf9ae4c02b8e6cd6a46d8b1cec492229e0701b8a877a4af64,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/models.py,34924,f7f2d2fedd6de876db696144dd99311a698737657c060c738a2394f38aeb439d,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/packages.py,695,9e32665627d8e1a49cb6e5b73cfe441510b18c4c0c4433ba27f7de1b674a5ac2,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/sessions.py,30168,e7b3b8b9df7244be9e2d887e76d15ba82d643b877f13065c0a0617124ba395fb,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/status_codes.py,4188,813efd3dbb3f7108c1829f9fbeb520835767d8340edf66c38f84c89e39cc3d27,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/structures.py,3005,9ac02dafd9aad49c4777e251ca220b7dd165a5b270bef16e3f7adf5104ff4311,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/utils.py,31394,53ffa2e96c4bc3eebb2848a3e37c476dcbcbd0375e43925b77885f89f589cd06,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/_internal_utils.py,1096,671dcf9c451c7327ec07e89ed759d95405bca82949cb4831d6a34c13bae04f5f,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/__init__.py,5113,838061d50621e892a3312e182e86f1d2e38babee35b0835a5e3bdb857d9523c8,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/__pycache__/adapters.cpython-39.pyc,16971,79359bd1db7e45e33e24fe4e127b69d4574ce8710808a0db23149dc9f9973ae7,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/__pycache__/api.cpython-39.pyc,6717,0de3d341fc0537174757b6b090210497590ec5168e097f4cdf9f633ce58db1fa,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/__pycache__/auth.cpython-39.pyc,8329,18cabab90a1ac1ac66e7c8da737680171751d85d3f27d04796fa5d15fc9d8e8d,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/__pycache__/certs.cpython-39.pyc,631,28a42c3df15cdd0c7bd7fba04a1bc0110588c947c3f90867eb764a3a9e01a4ad,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/__pycache__/compat.cpython-39.pyc,1610,93855e42a5e111b7f4ab7dd6aa5a439fa76fc17a19973ebb43f494495f542888,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
Secret Sharing/Super NTT/polyntt/$(VENV)/Lib/site-packages/pip/_vendor/requests/__pycache__/cookies.cpython-39.pyc,18820,71045a718cfe7cbaeab78841cd30fe477a07f0831e97c43f22c25fd7373ac52f,discarded-generated-environment,,"Bundled Python virtual environment; reproducible dependency artifact, not source."
